path,category,subsystem,bytes,sha256,lines,method,review_depth,declarations,markers
engine/bench/test_performance_report.py,"test: verifies selected behavior, not production reachability",engine/bench/test_performance_report.py,4063,2896b89f0abb9fa1d30d761d7012d2e43d47ea50c740d15e2c2cec85304a794d,82,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,12,0
engine/bench/test_verifier_overlay.py,"test: verifies selected behavior, not production reachability",engine/bench/test_verifier_overlay.py,1254,ac57534bfc0ade5a178db4754b813c454a2dd285257fd810864bff9a715328c2,33,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,2,0
engine/clients/ts/protocol.ts,generated TypeScript protocol declarations: lexical extraction; generator/schema define provenance,engine/clients/ts,15427,c30c1242c7240e29238ba80ad0d113e4034280c207a46c870a8312d201fbe463,596,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,0,0
engine/core/README.md,documentation/instructions: content excluded from behavioral evidence,engine/core/README.md,1241,391605374888c42176d7fe212652cc573ed1e902cb9a723c8d6691d237b106ec,14,hash/classification only,mechanical; see source-cited narrative for semantic tracing,0,0
engine/core/tetonic-core/Cargo.toml,Cargo manifest: package/build/dependency configuration,engine/core/tetonic-core,974,d1a3c826f9f974d21d316c5c18ca1f3e58b46280b0eb811bfbc178f550369d05,31,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,0,0
engine/core/tetonic-core/README.md,documentation/instructions: content excluded from behavioral evidence,engine/core/tetonic-core,2492,529498b94b5859e22d92ad38f71dc5e4dcc4262a007bd41f1d1670c8c53bbd9f,53,hash/classification only,mechanical; see source-cited narrative for semantic tracing,0,0
engine/core/tetonic-core/src/agent.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-core,143995,43c62e7f08491dda8559c5666df4274d9c01adfec7205f8e0e77948ec3a245b7,3523,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,150,95
engine/core/tetonic-core/src/blocking_work_tests.rs,"test: verifies selected behavior, not production reachability",engine/core/tetonic-core,5380,40cc452233c474d98620ccf9495fbd82354354cb1f24d3800f16903771da0db0,166,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,11,23
engine/core/tetonic-core/src/checkpoint.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-core,10967,511ded433ea8f5846a91640f556ee171fadfc0801db2f7742469c9d4a023243b,324,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,13,1
engine/core/tetonic-core/src/config.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-core,5173,60bdc4b3a3edeece790da84fca32fd90414d3497029dd230a16740525958a5e2,126,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,5,0
engine/core/tetonic-core/src/context.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-core,1058,43ae77adc9319d0aaf2f9a8f41a98b1b836e501c467c732f353db8be17b98a1e,31,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,2,0
engine/core/tetonic-core/src/conversation.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-core,4488,9201d26ea7efcb6a1ec4f1780a15c323d0e2815079b97cb29de61eba2861dbb3,129,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,13,0
engine/core/tetonic-core/src/demuxer.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-core,8139,875e52c5a17fd4b1c56e510e3f8e00e02986e87d703fde7789eca9e9cc0bcc0c,234,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,13,1
engine/core/tetonic-core/src/error.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-core,1582,84cbdbc47cbae7df0e7d1faa883b50c1acbbb9f2b0a94b12b8c3faeee15e943b,41,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,2,0
engine/core/tetonic-core/src/filter.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-core,4760,e8187295bfb04f50ea2d316f6efc4882491741d3b047cb848d60ed8b2d3b4474,150,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,8,1
engine/core/tetonic-core/src/hooks.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-core,5786,c9d3ab742957cca609ecde21f1f9331b1075e27b9ccc18a379a86e30d853d0f0,153,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,17,0
engine/core/tetonic-core/src/inference_binding.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-core,577,1b883de8601411aa497a05ce6ad84cdba956626e8bad823c02161851c33579d8,16,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,2,0
engine/core/tetonic-core/src/lib.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-core,1639,ca7158f17bd6ba58cd878fb0f6c74210bbb923f8257924b9f938a21fffb738e8,45,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,14,0
engine/core/tetonic-core/src/monitor.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-core,9140,eb2e1fd6e6e2c6e890c1862fbe57f4a37e2b90173a3c187d32c98912e0ecf96e,270,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,18,1
engine/core/tetonic-core/src/step.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-core,1656,0428cf729fc74c69e850fe1377fc073820cc87c0afa8647dd433bd6df6aac5a3,51,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,2,0
engine/core/tetonic-core/src/tokenizer.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-core,1926,74ce19493cbe4c901d76526a741b5f6db84320794a82bde486f8cf6f7d7c9642,52,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,9,0
engine/core/tetonic-core/src/turn.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-core,3498,7c4bfc9fd7d6684b30e0851c6c861053828dc517e9601f6c65e50c9c706b12fd,115,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,10,1
engine/core/tetonic-core/tests/aud01_characterization.rs,"test: verifies selected behavior, not production reachability",engine/core/tetonic-core,2802,71adf5eb41d1c02b0c139d6e6cd402f5c422f2b5e4038d372b752bbe7585488e,85,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,8,0
engine/core/tetonic-core/tests/sub04_loop.rs,"test: verifies selected behavior, not production reachability",engine/core/tetonic-core,4302,46d79443064f15012c4ebe08f5b7eeec7cd538fba7de6bbb13ed8954f31e6ccc,130,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,6,5
engine/core/tetonic-domain/Cargo.toml,Cargo manifest: package/build/dependency configuration,engine/core/tetonic-domain,486,f97d63eafefbab517bd678e82fe08d6653a1ce7121cfafc79497ab5e42369448,18,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,0,0
engine/core/tetonic-domain/README.md,documentation/instructions: content excluded from behavioral evidence,engine/core/tetonic-domain,1398,8d109f7ab2f5e9f06962e3212f03184dd8eaccb3e0d826e4fc13180c47836344,27,hash/classification only,mechanical; see source-cited narrative for semantic tracing,0,0
engine/core/tetonic-domain/src/artifact.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,7430,bf6805098c7fc4c501214b5baa27395293e90df5e229d2440c2200a2dd1170f7,230,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,25,0
engine/core/tetonic-domain/src/brain.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,5827,182b69594ef817d7b31b3d34a6f7f82a23221dc62f4b6f7aac7cc73906afa87e,160,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,16,0
engine/core/tetonic-domain/src/canonical.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,10410,76eeaf481c8f954a365d725ce4e45943999758d5fac3e5043815b3578ad95fb5,299,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,14,1
engine/core/tetonic-domain/src/charter.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,10535,36e0c90d09f1b4d93be61ef10923fa2b686152e43d06c2894621b5a77099cb91,279,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,18,1
engine/core/tetonic-domain/src/checkpoint.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,5412,897b5e322c06df49938ae8651f4a67d6f9b95c437806e0351c0c238c63ce7a2b,154,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,8,1
engine/core/tetonic-domain/src/classify.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,6037,959709ba91ad670e93928b68d0d0c6d5417d02adba7bc14b75e4e93ae0f29bb6,191,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,20,1
engine/core/tetonic-domain/src/code_index.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,1758,7e39b2ebe316d9c0b1dccc9d55b4c1ed0ad17c2d1bd4956080839e0c019c8203,64,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,15,0
engine/core/tetonic-domain/src/context_compiler.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,2010,bf2b870e53f0920cb9a2b95013d1a53f8a9e258b2405be3b5b277966d47a6802,64,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,8,0
engine/core/tetonic-domain/src/dispatch.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,2385,19b9e330e271974127400700a14ca6dbe615a9c6f2e97743e672380b4c8bf98a,79,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,10,0
engine/core/tetonic-domain/src/engine_config.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,24569,10d65c03466a5c25d002309ba0549e0da9fd4b62b2e370280e5239c901d8a985,704,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,42,22
engine/core/tetonic-domain/src/execution.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,9323,422516a4318ba31dbe0f889a99573c812f0bf10fae59a843f8a9f0dd9567e5b3,285,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,26,1
engine/core/tetonic-domain/src/failure.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,6484,7f94bf114e544406bb007c2c448dc7dce34bcd57555f0e28e0fffcf6449502d4,221,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,20,0
engine/core/tetonic-domain/src/idempotency.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,2640,71f46917bb50ef61601ee8ad89d1668c9c035dd1726a27bf490d809c8248c84f,87,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,8,1
engine/core/tetonic-domain/src/identity.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,3207,4c4fb912173026e2c4e3948f5c90b121ae070a847c1ecb2782355b3b19941678,87,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,7,1
engine/core/tetonic-domain/src/ids.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,1718,409fc3097a2e3ec97a6f734c107937b650d23c104f455c2e56f0de4e4f10fb50,68,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,4,1
engine/core/tetonic-domain/src/invocation.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,6978,05fa4dd7718b33ea3c085c1a3456ea8f19d81eec9d687a781ee8cc46a53fecdd,217,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,15,1
engine/core/tetonic-domain/src/key_storage.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,1737,f94b39013e23e91477e94d8501a13a906cd61b3d35d5dc5cd757bd73ff038fa3,45,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,10,0
engine/core/tetonic-domain/src/lib.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,5227,c824952d6b24c167a5db40a7f04a2ff5f8fe81adc4ee837b52b00f59beda12b8,125,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,30,0
engine/core/tetonic-domain/src/lsp_session.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,694,e8e875681567eb99c2f83678d09ff4519d93511d27a936b6926aaf5c60d20aba,19,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,7,0
engine/core/tetonic-domain/src/perception.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,12987,431e15c9b85d6ccf64ba40b36a318db1453bd45c741b8ab0b6a7f79395e9e654,325,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,18,1
engine/core/tetonic-domain/src/placement.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,7456,3aabf7df79a2f140ef323361570a8aa6383b7f717ff6c0e53e3e2b81e66297f2,215,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,16,0
engine/core/tetonic-domain/src/policy.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,530,2cc5d125f8732325450fd0ff94a2b984ae215e65734138826f1b15c31f271745,22,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,3,0
engine/core/tetonic-domain/src/result_integrity.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,5485,a70ecdd384829aa57c6dba94c64b63d6fef67e287d99d13abfd6762bdc4bb002,153,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,11,0
engine/core/tetonic-domain/src/run.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,19300,53b7fae0ba768d6b04924fa3018d39a5d7142c1716ceba537e0a499a699e83a1,621,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,50,0
engine/core/tetonic-domain/src/secrets.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,2850,7f878eacd597ea78a9f1f1222455f94d35b555ff08e1ffaaae190ec3483a0ce6,72,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,9,1
engine/core/tetonic-domain/src/sinks.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,3095,8fc26abae95c6179e4ecf9e1f639e9d82a63ae531ce5fea0227a0e75723343be,103,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,21,0
engine/core/tetonic-domain/src/tool_host.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,5035,c9567d879771ba731528cf83f6efee6f4179d380fe66bb83996235299db1ea81,178,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,31,1
engine/core/tetonic-domain/src/trust.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,1172,2c4febaa18fd0f36c8b0583510be2dcab243d7085fe0bd3e54ea11b7e2fdeca8,36,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,3,0
engine/core/tetonic-domain/src/work_scope.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,2641,e4c11102fd5d5dce8a8bad8d4fac359deeb2d8a6c002424293e448213e0d19a9,88,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,14,3
engine/core/tetonic-domain/src/workspace.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,8063,66b56fb08c16967614ae1a48df9b916fce5d45f12225d1bf3a61be83a35a4dd7,265,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,29,0
engine/core/tetonic-domain/src/world_adapter.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-domain,13686,0a96d9d8a8d608f7fbd501fdaa5e589c8d62e64980867303f780f013c8ffdaaf,373,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,29,8
engine/core/tetonic-policy/Cargo.toml,Cargo manifest: package/build/dependency configuration,engine/core/tetonic-policy,342,747e494865de0cfc643599a9254651eb7b7a978aeb76d87babc7f9242ab9d904,17,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,0,0
engine/core/tetonic-policy/README.md,documentation/instructions: content excluded from behavioral evidence,engine/core/tetonic-policy,3154,0daa03c87167f71f2f7862335d0705b21a321239fcba1a1ea476706bddf29f88,72,hash/classification only,mechanical; see source-cited narrative for semantic tracing,0,0
engine/core/tetonic-policy/src/classify.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-policy,15384,d43a4071790e586f4de00e6c8aa796f58d0589bbd14bfc8ae3575d9608069c8a,454,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,29,1
engine/core/tetonic-policy/src/dispatch.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-policy,11132,b0301f95e4052c44ccc4361a660ff9a219e0b4bed9fc49d4505be355bd41e967,306,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,20,1
engine/core/tetonic-policy/src/engine.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-policy,21864,0715ffb741af1d78034139d83429a5fc7d6e5d3dc89682aff18de3bf9a1b6d7e,590,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,37,10
engine/core/tetonic-policy/src/fabric.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-policy,686,9d81e3ca5c2a660dcdf81b58b5a9586ee7ece631b955681ade14ad5d3fd286b2,27,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,3,0
engine/core/tetonic-policy/src/hosted.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-policy,1350,473c47d27560882c3dee90c61eab81918ce6a1812837d3f9398a4ed2445aa05b,36,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,5,1
engine/core/tetonic-policy/src/lib.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-policy,3592,f5b4823a636a2b2cff6ef02dfd83cb877e87decfcdd0266fde0bb76ca19971cd,97,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,11,1
engine/core/tetonic-policy/src/mode.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-policy,822,94bdfb47c8e9e4c90c8702b0b84aefe0e3adfd01aa94604aa29203f3ec45609c,31,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,3,0
engine/core/tetonic-policy/src/placement.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-policy,7097,b944f673684ff9ef946eee62865efadb49df14abf29f97da3810b00d1aa1f178,221,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,14,1
engine/core/tetonic-policy/src/shell.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-policy,1450,72fe3c24e3db12daada6316b7eb028058f5f2c17814a80dfcfa442b4bf9d2231,45,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,5,1
engine/core/tetonic-runtime/Cargo.toml,Cargo manifest: package/build/dependency configuration,engine/core/tetonic-runtime,1274,679e8739af5abc807e4d21bf1426f81e9f837a9ffc337e44edb76602bb47de5d,37,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,0,0
engine/core/tetonic-runtime/README.md,documentation/instructions: content excluded from behavioral evidence,engine/core/tetonic-runtime,3374,33b3637abaacfa4ceb0bae45e1749c7f258df2756b045ff978bd1e0e1c2d5aac,64,hash/classification only,mechanical; see source-cited narrative for semantic tracing,0,0
engine/core/tetonic-runtime/src/action_broker.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-runtime,5160,f19176022c0db43e3bf2494c0906570bf264ec0217a217e768fc29be53e5da32,139,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,8,3
engine/core/tetonic-runtime/src/approval.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-runtime,1623,0a997cfba81060f00da0770577d84117451c0fd815a631d9494fc84f909152ab,60,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,8,0
engine/core/tetonic-runtime/src/assembly.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-runtime,6391,15bcf76390cf8701655ca784718c1e60a15e578bb70291fae45f36e32e08ee3a,175,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,15,1
engine/core/tetonic-runtime/src/assembly_tests.rs,"test: verifies selected behavior, not production reachability",engine/core/tetonic-runtime,10022,f8b71dbab797c6c88f05fe17a50dab66cb6bd85a38c8cb0d2d6e5634af886cab,287,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,18,7
engine/core/tetonic-runtime/src/audit.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-runtime,853,7b8b0adebb74515dbb37cfb1366a0800f3ca84854749eb6c1ce66532136e99bb,37,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,6,0
engine/core/tetonic-runtime/src/brain.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-runtime,20186,75cd133f62eb623b4684ac3b2807538177e976a52a9640537bafefdb57b5e81f,515,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,28,16
engine/core/tetonic-runtime/src/build.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-runtime,3556,e8055b0e71a4df578b1cad520129804c1857e8bf75b42bb7a242bbfede5726ba,107,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,6,2
engine/core/tetonic-runtime/src/capability_store.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-runtime,11249,cd8b841513261e9d484f32ff0ec5d763b2333ecef2d8dd1c1249026c3eafedfe,307,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,16,7
engine/core/tetonic-runtime/src/composite_adapter.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-runtime,15706,de56c9b0fdcd3a4f3ba1bc65c01d093d3d7d24335a802b3e4a2434a31a058cab,438,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,26,23
engine/core/tetonic-runtime/src/executor.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-runtime,6077,7f4befed82a003521f8c3ac9a4c1730c860ecd4cbc1813325f8903b7d5ee69fa,181,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,16,4
engine/core/tetonic-runtime/src/lib.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-runtime,951,91a64550e86f54284d4e53796b012419616bb0300f48308026e5c0603123c05c,29,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,12,0
engine/core/tetonic-runtime/src/policy.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-runtime,1582,15ad2f3035f91c0da2f5e1c34f75ed961b279544b07c2e86b08575e38de25c00,47,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,4,1
engine/core/tetonic-runtime/src/stream_adapter.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-runtime,17779,c0aaa8a86e9f2f16aeb9b8531f1ceedc8c77d457b52f100493fcec70e89bca6d,483,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,21,47
engine/core/tetonic-runtime/src/websocket_adapter.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-runtime,16897,f8a0b65f953b03df57c07fe26d69fa9b47d4ccf0443a15ecfc2df73557e6c1c6,316,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,16,48
engine/core/tetonic-runtime/tests/fixtures/event-delivery-v1.json,"fixture: representative input/adversarial data, not production wiring",engine/core/tetonic-runtime,1235,7adda32d4d3374a79de795dc61ca84fca0b788231489c45f9a340abaca40ce08,55,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,0,0
engine/core/tetonic-runtime/tests/metadata_graph.rs,"test: verifies selected behavior, not production reachability",engine/core/tetonic-runtime,3951,8065b41ae68fe1d3f564e6b6f72b08d5c1b4f764432d306ff8abb8f34f892df5,112,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,3,0
engine/core/tetonic-runtime/tests/twp_sanity_soak.rs,"test: verifies selected behavior, not production reachability",engine/core/tetonic-runtime,7502,9773f1fe2743314832631f6023e0e4da2230339365f67dd00ee63136366b6544,211,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,8,7
engine/core/tetonic-sandbox/Cargo.toml,Cargo manifest: package/build/dependency configuration,engine/core/tetonic-sandbox,1163,23ce71c3df0cf15f78f735f973f24ca4318ba23c6c99a13fdfadcac105b27c8f,40,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,0,0
engine/core/tetonic-sandbox/README.md,documentation/instructions: content excluded from behavioral evidence,engine/core/tetonic-sandbox,2895,66ab673248cefa3b369461e8c5f9ecce313878edec94708388e416ce51e10524,58,hash/classification only,mechanical; see source-cited narrative for semantic tracing,0,0
engine/core/tetonic-sandbox/bins/adversarial_runner.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-sandbox,4863,05eca220f518cf527d33b2d1032d9b8941fd7e7e34ae3fa36f378fceb5c79e67,183,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,14,15
engine/core/tetonic-sandbox/docs/enforcement-matrix.md,documentation/instructions: content excluded from behavioral evidence,engine/core/tetonic-sandbox,3153,781cdce00e2f3a8664e26f29e242223f6f84ee14756dcd35f9614b1e73548ace,40,hash/classification only,mechanical; see source-cited narrative for semantic tracing,0,0
engine/core/tetonic-sandbox/src/backend/linux.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/core/tetonic-sandbox,8590,01d04df91f23702d76075e9b1f83a241a207678ee12c2bef728a293504e43052,246,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,11,4
